Median_House_Value,Median_Income,Median_Age,Tot_Rooms,Tot_Bedrooms,Population,Households,Distance_to_coast
228100,2.9899,52,2097,444,915,413,3888.486691
234000,2.875,52,1848,479,921,477,3888.486691
162500,2.3882,43,955,284,585,266,4501.835357
243400,2.975,43,4329,1110,2086,1053,4631.784541
273800,5.1039,52,3011,542,1303,535,3184.134391
248500,4.1458,52,1049,185,374,176,3184.134391
244000,3.4762,52,2504,516,979,472,3480.590634
240900,2.6833,52,1846,471,827,446,3480.590634
306300,5.75,52,1705,246,658,253,3184.134391
240000,3.9632,50,1542,289,654,268,2111.704684
247100,4.9489,45,891,155,384,146,2536.801735
286600,4.8711,27,4051,753,1499,797,2536.801735
266700,3.0718,52,2646,581,1128,522,3480.590634
229800,3.6719,49,2428,525,1110,492,3480.590634
229300,4.6094,52,2567,436,1119,415,3480.590634
228400,4.5213,21,7031,1249,2930,1235,1579.763806
206200,4.4562,25,1914,365,897,390,2598.461779
350700,7.611,5,18634,2885,7427,2718,2057.934023
231000,3.2689,31,5785,1379,2973,1312,4207.881423
252900,3.567,52,2876,648,1340,632,3954.299642
353900,3.6875,28,6909,1554,2974,1484,4293.906772
291700,4.7695,23,5679,1270,2690,1151,3214.339347
1.00E+05,3.1972,20,1156,365,583,326,4700.07167
341600,7.2634,12,14316,2045,5781,2007,14874.12907
412500,7.0568,5,3596,467,1738,512,14268.05869
248600,4.635,36,3541,570,1478,529,12679.56364
254900,5.3015,40,1808,302,746,270,12097.63143
241500,4.9801,36,2879,480,1235,455,12097.63143
295200,5.4834,26,3204,477,1411,484,12970.66342
340400,6.187,31,3866,531,1368,521,12464.77517
274700,5.6194,32,2476,368,1048,367,12464.77517
238600,5.4639,35,2211,350,1004,365,11553.50427
266400,5.1498,35,2663,387,1086,367,11052.76701
330200,5.8382,30,2599,366,922,350,10832.21683
206800,4.65,36,4569,824,1950,819,10169.94462
209200,4.3819,25,2973,622,1413,595,9642.413476
195800,3.7222,30,3115,625,1444,568,8719.624865
253500,5.2855,31,1843,282,749,269,11052.76701
241800,4.3375,31,2053,336,867,329,10136.46065
252500,5.2131,27,6740,1073,2723,1035,10601.56966
263900,6.005,30,1751,269,731,263,10136.46065
227000,5.0519,38,1663,295,781,301,11553.50427
220900,4.8237,38,3716,657,1784,652,11553.50427
259300,5.2497,32,2718,447,1156,410,10680.31663
232500,4.125,39,1420,272,645,277,11266.77078
231600,4.6005,37,1893,310,821,315,11889.52128
209400,3.5187,33,3906,790,1912,770,11889.52128
223200,3,32,3400,736,1487,694,11266.77078
209900,3.4934,25,3402,758,1645,710,10680.31663
208200,2.9861,33,4413,1107,2239,1051,10136.46065
203800,2.5362,29,2304,618,1021,552,10488.10863
195700,3.3021,36,2350,499,1105,467,9855.340021
190500,3.0964,31,5914,1309,2999,1295,10488.10863
181000,2.8512,43,1575,324,740,284,9855.340021
184900,3.3478,42,1414,274,629,244,9855.340021
190800,2.3958,37,848,202,314,205,9091.70787
242200,3.5295,15,3051,685,1479,668,9091.70787
188300,4.8036,20,4296,817,1732,800,9263.091921
183500,3.851,52,2898,557,1338,550,6412.443024
204200,4.0662,52,1071,201,440,192,7284.396232
251900,4.6042,51,2619,403,922,393,7234.344197
187500,2.2,49,1494,316,611,288,6412.443024
198200,4.1164,52,2260,416,994,412,5476.614403
219000,3.95,52,1394,223,545,230,6412.443024
275000,4.9135,52,1028,129,317,143,6355.400844
245400,2.8355,45,3758,819,1573,736,6355.400844
177500,3.25,46,2163,470,925,435,4598.074856
171600,2.8301,49,1699,408,768,385,5476.614403
183300,3.7159,52,1555,289,620,292,4598.074856
175000,2.5625,52,1114,206,425,207,5476.614403
156700,3.8047,45,1498,313,1003,305,3947.030723
157500,3.375,45,726,147,519,135,4448.919413
179800,3.244,38,890,200,481,198,5205.676479
205500,4.0268,36,2639,533,1209,519,5145.831169
178900,3.3906,35,2562,554,1398,525,5145.831169
262500,5.5461,36,361,69,158,58,3746.187367
165000,3.371,42,3008,659,1817,664,4783.74843
159700,3.5313,46,1369,284,766,289,4783.74843
158300,3.663,5,1692,398,814,328,4783.74843
144800,2.875,38,1007,245,618,239,5633.511973
166300,4.0202,43,3783,814,2139,789,4783.74843
191000,4.5553,37,1507,242,632,253,5996.037918
175000,3.4643,36,666,132,366,134,5996.037918
137500,3.3431,10,2229,601,877,485,5633.511973
141700,2.1898,28,2215,587,830,573,6355.400844
210900,2.9097,31,1616,372,739,379,6491.19987
198300,3.375,47,1190,251,540,266,6491.19987
157400,2.8125,29,4169,1047,2024,962,6491.19987
264700,5,52,2024,320,823,334,7234.344197
218400,3.0673,38,1723,394,711,353,7234.344197
235100,3.8125,43,2264,390,931,368,7234.344197
341800,6.9096,33,1996,268,686,270,8113.393458
367300,7.912,26,2862,394,1030,397,8220.410207
243500,3.8393,35,2183,383,976,392,8220.410207
167900,4,35,1037,207,552,210,9318.705661
371200,6.5095,25,1134,153,340,171,8220.410207
218900,3.5156,39,786,132,288,132,7354.040028
202700,2.983,45,1397,253,555,248,7354.040028
186200,3.524,45,2315,451,1006,444,8220.410207
188900,3.1103,44,1613,339,776,346,8473.251769
180000,3.5781,44,1421,298,609,270,8473.251769
202700,3.1682,18,5778,1526,2441,1352,6808.310594
181700,2.6101,27,3094,866,1364,789,7635.504882
166800,3.6932,18,3905,1007,2197,1044,7635.504882
183700,3.4583,43,3046,557,1333,544,8541.594694
218000,3.9032,19,3516,710,1810,703,8541.594694
191500,4.0208,36,998,178,531,183,6808.310594
194700,3.5547,36,1464,244,672,261,7283.088086
187200,4.5859,17,1463,292,695,330,8061.812832
223100,2.6321,21,4124,1054,2162,998,8541.594694
271300,3.395,17,2380,769,1216,643,7484.107263
194100,3.9702,36,1266,228,606,239,8061.812832
190400,5.0043,36,2239,391,1203,379,6530.034151
189100,4.4659,38,1571,317,874,301,7241.423324
184600,3.6625,38,1246,221,637,222,7100.31008
197300,3.8864,36,1501,287,703,276,7100.31008
192600,3.4583,36,1468,252,733,229,7283.088086
192200,3.7813,36,1118,219,625,228,7066.854744
194600,2.9917,36,1097,208,568,225,6530.034151
193500,4.4375,36,1719,303,836,311,6530.034151
202600,4,24,1755,365,952,362,5812.636931
83300,2.3869,16,1687,348,568,352,5955.291894
212600,4.7609,24,2262,391,1125,366,6553.41823
187800,5.4858,5,2087,407,840,401,6258.401527
205700,4.3971,36,1480,278,796,283,7066.854744
192900,4.0109,36,1545,273,863,267,7100.31008
205200,4.3864,35,2632,447,1349,486,5994.95894
213400,4.2841,30,2261,443,929,383,5994.95894
183600,5.1312,39,1670,308,957,335,7100.31008
178400,2.9958,37,2141,535,1093,555,7241.423324
219200,3.6364,27,3337,613,1489,607,6161.461999
183100,2.7955,31,3184,716,1561,628,6161.461999
157100,2.9507,44,2341,500,1256,485,8719.624865
157800,3.4375,30,1197,269,695,279,7818.90993
161700,2.875,34,1131,278,560,237,7484.107263
152100,3.0345,38,1164,284,632,289,9318.705661
144900,2.679,41,3495,787,1849,750,8836.381628
179900,2.9922,17,2488,617,1287,538,8836.381628
179100,4.1042,35,2681,508,1580,536,7818.90993
159900,2.5833,19,2495,635,1571,579,8836.381628
161400,2.1552,23,1689,461,828,443,9206.197526
170400,2.3274,29,1298,306,835,338,9206.197526
137500,2.4206,19,2693,789,1765,724,9206.197526
178400,3.9063,41,746,145,387,161,8719.624865
155200,2.6464,37,2444,651,1562,618,8234.602881
160900,3.4643,42,1472,310,768,309,8234.602881
167300,2.3973,10,2227,560,1140,472,7818.90993
340000,6.5,20,200,25,83,31,13303.7442
431000,6.0574,32,1283,194,485,171,16628.50355
301100,3.8958,6,2445,590,1189,573,12164.46468
241900,4.7813,21,1307,236,586,249,10404.23767
162500,3.2829,5,3785,936,2240,792,9524.273253
299200,5.3169,10,2031,357,867,352,11043.32316
315500,6.2579,10,8299,1326,3827,1288,10719.75675
216800,5.1701,23,7518,1279,3827,1294,11221.96917
218100,3.25,36,1815,426,1280,431,9774.128227
170300,3.1796,30,5367,1207,2667,1047,10486.08901
275000,2.4196,26,1167,370,253,137,9091.70787
184100,2.6563,26,2607,682,1401,607,9091.70787
160000,0.9637,29,493,168,233,152,8406.154795
175000,2.3357,48,1252,305,673,308,7703.085854
197500,3.5114,41,1382,353,704,314,8445.991416
150000,3.3125,43,500,110,273,120,9263.091921
205600,2.4042,29,2333,538,1120,540,8445.991416
170300,2.8322,41,1834,463,1105,467,8445.991416
190900,2.5156,43,1415,348,569,293,8445.991416
196900,3.4032,37,1352,342,691,324,7846.046121
174000,2.535,37,2116,503,1109,448,7846.046121
170200,2.5772,37,1976,481,1197,465,7303.160844
180900,3.0962,38,1779,413,1061,400,7846.046121
150500,2.9564,34,3659,897,2479,903,7040.020134
167100,3.125,31,1892,428,1162,389,7846.046121
148900,2.95,35,1958,484,1146,448,6830.953581
196400,4.38,40,1553,253,724,267,6830.953581
191100,4.0417,37,2412,394,975,375,6830.953581
187500,3.8,36,2110,389,952,370,6429.346311
180600,3.4839,45,2179,401,1159,399,6830.953581
182800,4.0588,45,2457,445,1129,422,6444.978306
179300,4.1974,44,2147,399,1175,401,6444.978306
179400,3.6,43,1676,340,924,328,6444.978306
210300,4.267,35,2976,518,1424,538,6161.461999
192300,4.2386,34,3036,533,1366,500,5095.280018
198100,5.5797,35,2472,398,1171,390,4892.598949
196200,4.0682,36,1487,249,641,243,5095.280018
181600,3.1734,38,2012,347,880,332,5434.748514
186900,4.7933,37,3342,569,1635,557,5095.280018
188300,4.8125,37,3156,534,1495,543,5095.280018
184000,3.8676,40,1748,318,914,317,5434.748514
184700,3.9395,33,3429,681,1798,694,5887.390192
179900,3.2434,42,3592,703,1625,665,5434.748514
167200,3.0917,38,1035,247,599,224,6429.346311
165400,3.0645,32,3028,811,2037,703,6429.346311
154000,2.7019,33,2431,655,1854,603,7703.085854
153500,3.1115,39,2069,500,1408,478,7703.085854
135400,3.4722,40,1340,313,766,271,7057.843436
158300,2.2222,39,1160,259,725,274,7057.843436
240700,6.1104,32,2015,318,1019,340,11221.96917
180700,4.2733,22,3882,816,1830,743,9897.778901
230600,3.2465,27,3239,671,1469,616,9140.0002
210800,3.2417,28,2932,739,1198,624,9140.0002
165300,3.875,38,2104,409,1039,394,9140.0002
254200,6.0501,29,1694,251,690,242,11466.02147
332600,6.8233,18,3000,419,1155,415,11466.02147
350000,6.3501,23,2419,348,1066,384,11043.32316
161200,2.6719,28,2280,610,1255,587,8603.399667
179300,3.875,21,5031,1168,2461,1042,8603.399667
154300,2.5625,33,1547,372,1063,356,7819.24461
161800,3.016,31,3300,790,2181,740,8183.534023
161900,2.7694,17,5018,1439,3069,1299,7354.630886
165400,3.6818,35,1813,393,1093,374,7354.630886
166600,2.1382,37,1997,436,1349,437,7819.24461
149700,3.7303,37,901,191,599,206,6327.41567
162100,3.875,35,686,142,480,149,6327.41567
152600,3.0489,33,1954,464,1293,448,6327.41567
195200,2.8203,27,2630,722,1414,634,6539.238325
190600,4.3897,35,1130,192,543,184,6539.238325
193800,4.7143,35,1184,200,572,194,6539.238325
200600,4.6875,34,656,115,342,112,6327.41567
150000,3.2091,29,2544,643,2332,603,5640.008125
185300,4.275,36,1305,225,768,234,6327.41567
172700,4.1302,36,1755,316,913,299,5640.008125
174100,3.09,35,2843,652,1726,643,5640.008125
194400,4.5417,25,2538,494,1185,501,5743.113828
206700,4.6635,28,1784,311,735,278,5329.48268
204500,4.4427,31,1797,327,796,319,5743.113828
175000,4.5303,36,410,76,252,82,5743.113828
137500,2.375,26,162,27,86,25,4251.919861
187200,3.8171,18,9963,2031,5613,1946,5127.989532
173600,4.5281,35,2361,458,1727,467,5431.449538
163000,4.3456,19,862,167,407,183,4473.041435
331600,3.4861,18,4335,808,2041,734,4975.515178
197600,5.2312,31,1487,280,854,301,4491.622524
197900,3.6708,8,3592,849,1907,746,4491.622524
228100,3.8875,40,432,102,264,77,3673.805287
189500,3.9167,34,1457,242,735,249,6006.429099
184200,3.9063,32,1578,284,836,292,6179.238092
180900,3.7895,29,2172,435,1377,408,5127.989532
172000,3.8,36,1340,245,789,248,7036.580566
177900,5.7309,36,1116,199,662,226,7036.580566
173100,4.1141,36,1885,307,853,271,6179.238092
172600,5.2838,36,1180,212,664,200,6179.238092
182100,3.3479,30,5267,1253,4065,1113,7036.580566
179500,3.142,23,1897,440,1109,418,7036.580566
176000,3.7614,31,767,171,548,185,6885.433758
192600,4.25,33,691,127,431,149,6885.433758
182700,3.9338,36,786,133,463,160,7036.580566
134900,2.5158,22,5861,1516,5436,1463,7899.040038
157600,2.4808,27,2784,723,2028,693,7764.811592
190900,4.7083,25,4524,860,2426,862,7899.040038
158200,4.1652,37,1468,304,1038,282,8765.106139
350000,3.5541,20,1655,450,857,430,8765.106139
158200,3.8036,33,1227,286,848,291,9022.224706
146100,3.8259,33,1160,252,729,220,8765.106139
226700,3.2331,33,952,172,369,159,10404.23767
198700,4.7109,35,2072,352,1001,350,11301.10533
221200,4.2468,32,2964,547,1472,527,11301.10533
208500,6.396,35,1032,173,453,176,10422.32893
204200,3.8125,35,657,118,328,134,10422.32893
193200,3.2857,32,1540,324,793,302,10422.32893
209500,3.8929,35,1298,236,632,204,11301.10533
164900,3.7262,36,1409,271,1002,281,11090.20344
161400,4.0125,37,1383,259,808,241,11090.20344
187000,4.1719,36,1151,216,727,215,10447.47678
190400,4.2857,35,899,179,455,185,10422.32893
156600,3.6458,37,1793,364,1534,346,6885.433758
157300,2.6875,17,2485,518,1139,550,6912.148103
168100,3.7292,35,1931,376,1175,337,7764.811592
177600,4.5913,24,2329,465,1401,453,7764.811592
208900,3.8625,12,6711,1374,3388,1289,8644.448706
169200,3.3611,23,1939,356,841,364,8644.448706
163900,2.8971,16,1642,346,705,351,9691.928606
164700,4.0326,34,1619,293,1148,310,6885.433758
156900,4.0682,35,517,108,391,107,6885.433758
168800,5.3644,36,1570,274,992,249,6006.429099
174100,4.7019,35,1213,221,790,243,6006.429099
206500,5.64,27,1826,309,1016,313,6912.148103
203900,3.7931,26,2261,443,1039,395,7114.720383
217000,4.6458,9,3666,711,2341,703,13868.38997
159600,3.694,36,1633,345,1382,338,11102.48753
159800,2.652,31,2155,522,1858,437,11102.48753
154300,3.5,32,1295,280,1156,300,11102.48753
149600,3.2386,32,1295,295,1097,328,11102.48753
188600,5.097,33,1518,302,831,268,11090.20344
238500,4.3875,17,3314,638,1873,602,9696.513966
235300,4.625,22,3009,497,1640,514,8425.752903
261400,5.0406,6,2605,474,1568,433,7114.720383
234400,5.8704,17,5159,832,3174,817,8425.752903
231700,5.3226,18,1726,276,1186,310,8425.752903
156300,4.235,16,1816,365,1367,355,6443.456945
222000,4.825,13,2578,551,1680,528,7010.712374
254400,5.5218,15,2576,418,1657,410,5597.420823
244300,6.5116,16,1644,251,1033,267,6242.122672
247000,6.0661,16,1606,240,1117,268,6242.122672
236500,6.0074,16,3349,544,2003,488,5597.420823
151400,4.6211,15,3475,686,2568,653,7010.712374
213700,5.225,16,1893,338,1461,344,6242.122672
243600,5.3428,14,1727,302,1116,273,9020.41331
212500,3.7462,15,6243,1273,3163,1274,8311.13395
214700,4.5721,24,2077,383,1488,389,10385.90797
213200,3.6923,18,1165,333,855,319,10451.33851
256000,4.6786,16,4371,889,2530,817,9757.78753
237500,2.875,2,838,295,240,149,11040.89243
178100,3.3617,15,3052,760,2097,728,9629.157673
231800,5.7579,17,4313,717,2629,721,10266.11942
147900,2.9706,36,385,94,295,92,6678.097153
191700,3.9022,10,3046,678,2056,628,7360.571782
247600,4.6146,21,4342,783,2172,789,12553.92076
283500,5.7192,15,3575,597,1777,559,13858.99609
216900,3.6832,20,4126,1031,2079,975,12358.68783
282500,6.2073,31,2878,478,1276,485,11636.21295
295600,5.8151,6,4405,717,2071,688,10937.09892
281800,5.8322,14,16199,2993,8117,2847,9558.136392
269800,5.6277,14,14917,2708,8012,2606,8437.190924
231200,5.2879,12,5719,1064,3436,1057,7615.713114
318300,6.5615,8,8647,1407,5019,1379,5590.256237
253400,5.6758,15,8112,1376,4576,1348,6939.087298
278200,6.1047,7,10648,1818,6075,1797,7070.266232
3.00E+05,3.5714,5,1150,311,648,245,12465.79363
273500,6.0824,3,14014,2861,7205,2753,2347.977301
223400,4.3594,23,4332,857,2461,829,8192.659112
214500,5.5737,35,1716,312,914,316,8192.659112
220200,4.8962,31,4981,964,2841,924,7483.217401
240300,4.6978,24,8444,1492,4446,1491,7483.217401
158000,4.4259,6,3028,778,1531,736,8932.838059
224200,3.3008,26,2068,532,1434,495,8408.69083
177200,4.5687,33,1325,274,909,267,7617.640604
216100,3.8179,24,2563,485,1174,501,8932.838059
269700,5,18,5505,1005,2641,971,10479.11712
231200,4.3393,20,6462,1294,3288,1235,10479.11712
162500,4.1387,4,3746,993,1606,838,12546.69469
254000,4.8052,13,8918,1823,4518,1772,12085.00893
196200,4.6349,31,1949,344,986,322,11211.65513
189400,3.168,17,4924,1247,3080,1182,11703.28223
220800,3.1326,17,5133,1375,3386,1339,10528.07293
213800,2.9074,16,6647,2098,4649,1903,10036.2547
442900,8.3996,15,5674,748,2412,714,14562.34322
333400,6.6478,21,10687,1540,4552,1520,13288.2306
352400,6.629,25,1354,192,596,220,14167.05271
305300,6.2179,27,3715,526,1631,538,13402.2479
259600,5.761,33,2095,342,941,304,12868.94828
248900,4.6641,29,3517,645,1724,585,12652.71416
356000,6.7599,31,2537,382,1067,410,13402.2479
236000,3.9909,14,5106,1207,2738,1108,11921.33225
218800,4.2955,23,2215,475,1278,492,11318.24707
228000,4.9615,28,2949,529,1538,545,11318.24707
235900,2.6198,18,2375,652,1252,586,11318.24707
203200,4.7135,28,2312,496,1344,467,11211.65513
197000,4.75,35,2277,420,1353,413,10568.04447
236400,5.4299,26,2506,387,1273,406,10568.04447
223200,4.6,28,2829,566,1610,540,9839.750038
222700,4.1947,26,3179,703,2142,639,9839.750038
225000,5.388,26,2332,371,1285,404,9701.225779
240100,3.9444,18,3584,715,1673,661,9701.225779
227900,5.3283,28,3046,507,1772,516,9701.225779
268600,4.8403,28,2414,415,1106,453,10036.2547
275100,5.1616,29,4133,744,2023,749,8850.084215
256300,4.9167,34,2791,495,1276,468,8408.69083
332400,4.1591,27,6103,1249,3026,1134,9216.221289
287600,5,32,2572,406,1128,395,8005.587318
298900,5.8325,26,1910,371,852,357,8850.084215
287600,5.7057,27,1890,303,889,314,7742.456735
222200,5.0423,25,5405,939,2831,923,9138.603139
232600,4.5317,26,3761,623,1776,613,10006.9365
258300,5.4359,25,3333,511,1671,504,9542.895412
230900,5.0824,23,4925,948,2530,894,10006.9365
196900,5.2308,33,3994,764,2721,763,11599.05004
223500,4.4107,22,5811,1125,3215,1086,10367.75799
223900,5.2396,26,4211,741,2352,734,10796.30173
243500,4.7478,27,5532,973,2855,960,13663.73996
451100,8.4045,7,28258,3864,12203,3701,14468.65641
500001,9.7194,9,4909,577,1981,591,15980.11512
193100,5.1643,10,7441,1588,3571,1466,13343.62674
264400,5.3813,23,4314,676,1972,623,13282.02208
246900,6.0878,26,2016,322,1105,357,13313.32811
337300,6.868,13,5377,744,2759,760,14193.82447
284800,6.992,22,9167,1373,4319,1404,6848.783519
217300,4.9118,26,3087,532,1597,483,6848.783519
291700,4.4357,23,3170,532,1446,515,6110.502725
223800,4.9464,26,2145,369,1285,377,5542.302317
223100,5.2882,25,4209,731,2568,703,4764.815718
211300,5.1321,23,4247,835,2357,823,5415.31828
218500,3.9667,25,4458,922,2998,890,5154.497864
156300,3.1696,17,407,97,307,100,3616.709968
248200,5.0838,20,6483,1068,3526,1060,4030.515102
186000,4.8214,35,1867,343,1213,338,6347.124573
178200,4.1406,6,2918,672,1911,639,6347.124573
190400,3.7364,34,2316,478,1524,467,5154.497864
210300,3.535,31,1240,264,719,236,7170.083321
208000,5.0739,16,4458,856,3038,870,6347.124573
183300,3.256,18,1746,437,1268,404,6011.572726
245700,6.0667,19,4572,712,2346,709,7742.456735
242200,5.7072,21,4280,673,2216,681,6874.925651
181700,4.9867,7,6352,1390,3223,1316,7150.965973
299400,5.1437,4,7477,1576,2937,1506,23391.36555
219500,5.347,22,4638,716,2302,687,23391.36555
231800,5.7233,25,4377,668,2038,671,23727.23392
221300,4.4697,26,3816,637,1935,642,22606.4219
213800,4.9107,26,2806,459,1453,444,22606.4219
206000,4.2281,26,4822,845,2288,805,22118.11766
271100,5.0143,15,6473,1027,2484,970,21322.52345
336500,7.2494,6,8072,1050,3386,1062,19752.87371
315600,5.1406,46,1280,209,512,208,20624.91049
500001,8.3337,24,3166,424,1081,400,20423.22276
285400,7.316,13,3742,555,1590,559,22114.96338
